date,SP500,CPI,Gold,VIX,Oil
2023-05-23,4145.58,303.363,1974.73,18.53,76.66
2023-05-24,4115.24,303.363,1957.01,20.03,77.99
2023-05-25,4151.28,303.363,1940.34,19.14,75.66
2023-05-26,4205.45,303.363,1946.33,17.95,76.33
2023-05-29,4205.45,303.363,1942.84,17.95,76.33
2023-05-30,4205.52,303.363,1959.14,17.46,73.38
2023-05-31,4179.83,304.127,1962.3,17.94,71.98
2023-06-01,4221.02,304.127,1977.88,15.65,74.18
2023-06-02,4282.37,304.127,1947.63,14.6,76.0
2023-06-05,4273.79,304.127,1961.45,14.73,76.61
2023-06-06,4283.85,304.127,1962.85,13.96,76.22
2023-06-07,4267.52,304.127,1939.63,13.94,76.85
2023-06-08,4293.93,304.127,1967.76,13.65,75.88
2023-06-09,4298.86,304.127,1960.6,13.83,74.74
2023-06-12,4338.93,304.127,1956.92,15.01,71.8
2023-06-13,4369.01,304.127,1943.33,14.61,74.24
2023-06-14,4372.59,304.127,1942.99,13.88,73.39
2023-06-15,4425.84,304.127,1957.65,14.5,75.75
2023-06-16,4409.59,304.127,1957.36,13.54,76.76
2023-06-19,4409.59,304.127,1950.12,13.54,76.09
2023-06-20,4388.71,304.127,1935.91,13.88,75.79
2023-06-21,4365.69,304.127,1932.26,13.2,76.92
2023-06-22,4381.89,304.127,1913.52,12.91,73.93
2023-06-23,4348.33,304.127,1921.36,13.44,73.56
2023-06-26,4328.82,304.127,1922.85,14.25,73.86
2023-06-27,4378.41,304.127,1913.35,13.74,71.88
2023-06-28,4376.86,304.127,1907.42,13.43,73.64
2023-06-29,4396.44,304.127,1908.15,13.54,73.86
2023-06-30,4450.38,305.109,1919.5699,13.59,74.51
2023-07-03,4455.59,305.109,1921.4301,13.57,74.52
2023-07-04,4455.59,305.109,1925.09,13.57,76.23
2023-07-05,4446.82,305.109,1917.3199,13.57,76.74
2023-07-06,4411.59,305.109,1910.8,15.44,76.72
2023-07-07,4398.95,305.109,1924.28,14.83,78.77
2023-07-10,4409.53,305.109,1924.99,15.07,77.83
2023-07-11,4439.26,305.109,1932.0,14.84,79.54
2023-07-12,4472.16,305.109,1957.09,13.54,80.35
2023-07-13,4510.04,305.109,1960.1899,13.61,81.31
2023-07-14,4505.42,305.109,1954.9301,13.34,79.9
2023-07-17,4522.79,305.109,1954.74,13.48,77.8
2023-07-18,4554.98,305.109,1978.72,13.3,79.54
2023-07-19,4565.72,305.109,1976.74,13.76,79.38
2023-07-20,4534.87,305.109,1969.62,13.99,79.62
2023-07-21,4536.34,305.109,1960.23,13.6,81.06
2023-07-24,4554.64,305.109,1954.51,13.91,82.53
2023-07-25,4567.46,305.109,1964.58,13.86,83.46
2023-07-26,4566.75,305.109,1972.1,13.19,82.98
2023-07-27,4537.41,305.109,1944.99,14.41,84.28
2023-07-28,4582.23,305.109,1959.2,13.33,84.49
2023-07-31,4588.96,305.691,1964.1899,13.63,85.22
2023-08-01,4576.73,305.691,1944.08,13.93,85.34
2023-08-02,4513.39,305.691,1933.5601,16.09,84.01
2023-08-03,4501.89,305.691,1933.74,15.92,86.19
2023-08-04,4478.03,305.691,1941.62,17.1,87.38
2023-08-07,4518.44,305.691,1936.39,15.77,86.47
2023-08-08,4499.38,305.691,1924.8199,15.99,88.0
2023-08-09,4467.71,305.691,1914.59,15.96,89.31
2023-08-10,4468.83,305.691,1912.0601,15.85,87.44
2023-08-11,4464.05,305.691,1913.3199,14.84,87.93
2023-08-14,4489.72,305.691,1907.9,14.82,87.4
2023-08-15,4437.86,305.691,1901.5601,16.46,86.28
2023-08-16,4404.33,305.691,1891.76,16.78,84.49
2023-08-17,4370.36,305.691,1888.89,17.89,85.24
2023-08-18,4369.71,305.691,1888.1899,17.3,85.92
2023-08-21,4399.77,305.691,1893.9399,17.13,85.44
2023-08-22,4387.55,305.691,1897.47,16.97,84.7
2023-08-23,4436.01,305.691,1914.3101,15.98,83.94
2023-08-24,4376.31,305.691,1917.4301,17.2,84.07
2023-08-25,4405.71,305.691,1914.53,15.68,85.42
2023-08-28,4433.31,305.691,1919.66,15.08,85.42
2023-08-29,4497.63,305.691,1937.12,14.45,86.37
2023-08-30,4514.87,305.691,1942.24,13.88,86.62
2023-08-31,4507.66,307.026,1939.74,13.57,87.29
2023-09-01,4515.77,307.026,1938.8,13.09,89.98
2023-09-04,4515.77,307.026,1938.1899,13.09,90.42
2023-09-05,4496.83,307.026,1925.8101,14.01,91.25
2023-09-06,4465.48,307.026,1916.28,14.45,91.79
2023-09-07,4451.14,307.026,1919.1899,14.4,91.16
2023-09-08,4457.49,307.026,1917.8101,13.84,91.85
2023-09-11,4487.46,307.026,1921.66,13.8,91.97
2023-09-12,4461.9,307.026,1913.26,14.23,93.58
2023-09-13,4467.44,307.026,1906.3,13.48,93.04
2023-09-14,4505.1,307.026,1910.3199,12.82,95.2
2023-09-15,4450.32,307.026,1923.58,13.79,95.55
2023-09-18,4453.53,307.026,1933.14,14.0,95.95
2023-09-19,4443.95,307.026,1930.9399,14.11,96.11
2023-09-20,4402.2,307.026,1929.6801,15.14,94.56
2023-09-21,4330.0,307.026,1919.5699,17.54,93.7
2023-09-22,4320.06,307.026,1924.99,17.2,93.99
2023-09-25,4337.44,307.026,1915.66,16.9,94.01
2023-09-26,4273.53,307.026,1900.49,18.94,94.46
2023-09-27,4274.51,307.026,1874.7,18.22,97.1
2023-09-28,4299.7,307.026,1864.5601,17.34,96.64
2023-09-29,4288.05,307.026,1848.3101,17.52,95.86
2023-09-30,4288.05,307.789,1848.3101,17.52,95.86
2023-10-02,4288.39,307.789,1827.4,17.61,91.21
2023-10-03,4229.45,307.789,1822.8101,19.78,94.46
2023-10-04,4263.75,307.789,1821.08,18.58,89.83
2023-10-05,4258.19,307.789,1820.01,18.49,88.28
2023-10-06,4308.5,307.789,1832.26,17.45,87.86
2023-10-09,4335.66,307.789,1860.88,17.7,91.37
2023-10-10,4358.24,307.789,1860.09,17.03,90.7
2023-10-11,4376.95,307.789,1873.61,16.09,87.58
2023-10-12,4349.61,307.789,1868.65,16.69,88.4
2023-10-13,4327.78,307.789,1931.7,19.32,94.33
2023-10-16,4373.63,307.789,1919.4399,17.21,90.99
2023-10-17,4373.2,307.789,1922.46,17.88,92.52
2023-10-18,4314.6,307.789,1947.6899,19.22,91.99
2023-10-19,4278.0,307.789,1973.7,21.4,93.12
2023-10-20,4224.16,307.789,1981.04,21.71,93.72
2023-10-23,4217.04,307.789,1972.59,20.37,91.88
2023-10-24,4247.68,307.789,1970.11,18.97,88.0
2023-10-25,4186.77,307.789,1979.62,20.19,90.14
2023-10-26,4137.23,307.789,1984.8199,20.68,88.45
2023-10-27,4117.37,307.789,2005.78,21.27,90.73
2023-10-30,4166.82,307.789,1995.88,19.75,90.73
2023-10-31,4193.8,307.671,1982.71,18.14,86.82
2023-11-01,4237.86,307.671,1982.15,16.87,86.92
2023-11-02,4317.78,307.671,1985.51,15.66,89.02
2023-11-03,4358.34,307.671,1992.27,14.91,87.55
2023-11-06,4365.98,307.671,1977.6801,14.89,87.31
2023-11-07,4378.38,307.671,1968.4,14.81,83.43
2023-11-08,4382.78,307.671,1949.79,14.45,81.46
2023-11-09,4347.35,307.671,1958.1899,15.29,81.74
2023-11-10,4415.24,307.671,1936.79,14.17,83.66
2023-11-13,4411.55,307.671,1945.89,14.76,84.09
2023-11-14,4495.7,307.671,1962.674,14.16,84.2
2023-11-15,4502.88,307.671,1959.0912,14.18,82.4
2023-11-16,4508.24,307.671,1980.8512,14.32,77.73
2023-11-17,4514.02,307.671,1980.0077,13.8,81.22
2023-11-20,4547.38,307.671,1977.1941,13.41,83.25
2023-11-21,4538.19,307.671,1998.3693,13.35,82.42
2023-11-22,4556.62,307.671,1989.7235,12.85,81.76
2023-11-23,4556.62,307.671,1991.79,12.85,80.85
2023-11-24,4559.34,307.671,2001.97,12.46,79.82
2023-11-27,4550.43,307.671,2013.6429,12.69,79.49
2023-11-28,4554.89,307.671,2040.89,12.69,81.66
2023-11-29,4550.58,307.671,2044.59,12.98,82.98
2023-11-30,4567.8,307.051,2035.7545,12.92,81.72
2023-12-01,4594.63,307.051,2070.9011,12.63,78.72
2023-12-04,4569.78,307.051,2029.7415,13.08,78.16
2023-12-05,4567.18,307.051,2019.4203,12.85,77.27
2023-12-06,4549.34,307.051,2024.8975,12.97,74.33
2023-12-07,4585.59,307.051,2028.3375,13.06,74.21
2023-12-08,4604.37,307.051,2003.39,12.35,75.94
2023-12-11,4622.44,307.051,1981.303,12.63,75.75
2023-12-12,4643.7,307.051,1979.4375,12.07,74.11
2023-12-13,4707.09,307.051,2026.39,12.19,74.14
2023-12-14,4719.55,307.051,2035.528,12.48,77.05
2023-12-15,4719.19,307.051,2018.1899,12.28,76.84
2023-12-18,4740.56,307.051,2026.9979,12.56,78.89
2023-12-19,4768.37,307.051,2040.1208,12.53,79.82
2023-12-20,4698.35,307.051,2029.1899,13.67,81.1
2023-12-21,4746.75,307.051,2045.4941,13.65,80.73
2023-12-22,4754.63,307.051,2052.9751,13.03,80.23
2023-12-25,4754.63,307.051,2052.98,13.03,80.23
2023-12-26,4774.75,307.051,2066.605,12.99,80.23
2023-12-27,4781.58,307.051,2077.1589,12.43,80.97
2023-12-28,4783.35,307.051,2064.8601,12.47,79.04
2023-12-29,4769.83,307.051,2062.5901,12.45,77.69
2023-12-31,4769.83,306.746,2062.5901,12.45,77.69
2024-01-01,4769.83,306.746,2062.5901,12.45,77.69
2024-01-02,4742.83,306.746,2058.8767,13.2,76.24
2024-01-03,4704.81,306.746,2040.776,14.04,77.18
2024-01-04,4688.68,306.746,2043.26,14.13,75.79
2024-01-05,4697.24,306.746,2045.5,13.35,78.31
2024-01-08,4763.54,306.746,2027.84,13.08,75.47
2024-01-09,4756.5,306.746,2029.59,12.76,77.97
2024-01-10,4783.45,306.746,2023.4,12.69,78.46
2024-01-11,4780.24,306.746,2028.09,12.44,80.21
2024-01-12,4783.83,306.746,2048.72,12.7,79.89
2024-01-15,4783.83,306.746,2054.49,12.7,79.76
2024-01-16,4765.98,306.746,2027.59,13.84,80.15
2024-01-17,4739.21,306.746,2005.72,14.79,78.88
2024-01-18,4780.94,306.746,2022.67,14.13,81.04
2024-01-19,4839.81,306.746,2029.09,13.3,80.71
2024-01-22,4850.43,306.746,2020.99,13.19,81.7
2024-01-23,4864.6,306.746,2028.6899,12.55,82.04
2024-01-24,4868.55,306.746,2012.59,13.14,82.15
2024-01-25,4894.16,306.746,2019.75,13.45,82.33
2024-01-26,4890.97,306.746,2018.34,13.26,83.34
2024-01-29,4927.93,306.746,2031.75,13.6,83.99
2024-01-30,4924.97,306.746,2036.12,13.31,84.14
2024-01-31,4845.65,308.417,2037.1899,14.35,82.98
2024-02-01,4906.19,308.417,2054.8899,13.88,82.2
2024-02-02,4958.61,308.417,2038.59,13.85,79.54
2024-02-05,4942.81,308.417,2024.67,13.67,79.3
2024-02-06,4954.23,308.417,2035.46,13.06,80.46
2024-02-07,4995.06,308.417,2034.22,12.83,81.18
2024-02-08,4997.91,308.417,2033.1801,12.79,83.01
2024-02-09,5026.61,308.417,2024.16,12.93,83.58
2024-02-12,5021.84,308.417,2019.79,13.93,83.88
2024-02-13,4953.17,308.417,1992.13,15.85,84.72
2024-02-14,5000.62,308.417,1992.39,14.38,84.41
2024-02-15,5029.73,308.417,2004.09,14.01,84.33
2024-02-16,5005.57,308.417,2013.1,14.24,84.88
2024-02-19,5005.57,308.417,2017.63,14.24,85.52
2024-02-20,4975.51,308.417,2023.53,15.42,84.78
2024-02-21,4981.8,308.417,2024.99,15.34,84.77
2024-02-22,5087.03,308.417,2024.11,14.54,85.84
2024-02-23,5088.8,308.417,2035.72,13.75,84.18
2024-02-26,5069.53,308.417,2030.66,13.74,84.01
2024-02-27,5078.18,308.417,2029.64,13.43,83.8
2024-02-28,5069.76,308.417,2034.62,13.84,84.08
2024-02-29,5096.27,310.326,2043.24,13.4,84.57
2024-03-01,5137.08,310.326,2083.3899,13.11,84.82
2024-03-04,5130.95,310.326,2114.99,13.49,86.58
2024-03-05,5078.65,310.326,2127.55,14.46,85.82
2024-03-06,5104.76,310.326,2148.29,14.5,86.59
2024-03-07,5157.36,310.326,2159.1599,14.44,84.88
2024-03-08,5123.69,310.326,2177.51,14.74,84.29
2024-03-11,5117.94,310.326,2182.47,15.22,83.44
2024-03-12,5175.27,310.326,2157.99,13.84,83.66
2024-03-13,5165.31,310.326,2174.3999,13.75,83.95
2024-03-14,5150.48,310.326,2161.01,14.4,86.16
2024-03-15,5117.09,310.326,2155.54,14.41,85.39
2024-03-18,5149.42,310.326,2159.99,14.33,86.47
2024-03-19,5178.51,310.326,2157.23,13.82,87.36
2024-03-20,5224.62,310.326,2185.96,13.04,85.77
2024-03-21,5241.53,310.326,2180.8101,12.92,84.92
2024-03-22,5234.18,310.326,2164.1399,13.06,84.87
2024-03-25,5218.19,310.326,2171.45,13.19,86.18
2024-03-26,5203.58,310.326,2178.5801,13.24,85.91
2024-03-27,5248.49,310.326,2194.02,12.78,84.94
2024-03-28,5254.35,310.326,2232.3799,13.01,86.17
2024-03-29,5254.35,310.326,2250.3601,13.01,86.17
2024-03-31,5254.35,312.332,2250.3601,13.01,86.17
2024-04-01,5243.77,312.332,2250.3601,13.65,86.17
2024-04-02,5205.81,312.332,2280.1001,14.61,87.63
2024-04-03,5211.49,312.332,2299.1699,14.33,90.6
2024-04-04,5147.21,312.332,2289.4299,16.35,90.32
2024-04-05,5204.34,312.332,2329.5,16.03,92.81
2024-04-08,5202.39,312.332,2338.8899,15.19,91.73
2024-04-09,5209.91,312.332,2352.5801,14.98,92.13
2024-04-10,5160.64,312.332,2332.79,15.8,91.57
2024-04-11,5199.06,312.332,2373.24,14.91,91.49
2024-04-12,5123.41,312.332,2343.4299,17.31,93.12
2024-04-15,5061.82,312.332,2382.51,19.23,90.84
2024-04-16,5051.41,312.332,2382.8301,18.4,91.29
2024-04-17,5022.21,312.332,2360.8101,18.21,89.54
2024-04-18,5011.12,312.332,2378.25,18.0,88.34
2024-04-19,4967.23,312.332,2390.45,18.71,87.96
2024-04-22,5010.6,312.332,2326.29,16.94,87.3
2024-04-23,5070.55,312.332,2321.8101,15.69,88.29
2024-04-24,5071.63,312.332,2315.8201,15.97,89.02
2024-04-25,5048.42,312.332,2331.78,15.37,88.1
2024-04-26,5099.96,312.332,2337.72,15.03,89.95
2024-04-29,5116.17,312.332,2334.4399,14.67,88.44
2024-04-30,5035.69,313.548,2285.5701,15.65,88.23
2024-05-01,5018.39,313.548,2317.8899,15.39,83.55
2024-05-02,5064.2,313.548,2303.29,14.68,84.81
2024-05-03,5127.79,313.548,2301.5601,13.49,83.6
2024-05-06,5180.74,313.548,2323.5701,13.49,83.6
2024-05-07,5187.7,313.548,2313.79,13.23,82.69
2024-05-08,5187.67,313.548,2308.6499,13.0,82.44
2024-05-09,5214.08,313.548,2345.8799,12.69,83.27
2024-05-10,5222.68,313.548,2360.1399,12.55,83.39
2024-05-13,5221.42,313.548,2336.05,13.6,83.18
2024-05-14,5246.68,313.548,2357.97,13.42,81.0
2024-05-15,5308.15,313.548,2386.04,12.45,79.98
2024-05-16,5297.1,313.548,2376.4399,12.42,81.65
2024-05-17,5303.27,313.548,2414.8899,11.99,82.24
2024-05-20,5308.13,313.548,2425.1201,12.15,81.91
2024-05-21,5321.41,313.548,2421.6399,11.86,81.22
2024-05-22,5307.01,313.548,2378.25,12.29,79.9
2024-05-23,5267.84,313.548,2328.3701,12.77,79.25
2024-05-24,5304.72,313.548,2333.76,11.93,78.92
2024-05-27,5304.72,313.548,2350.74,11.93,78.92
2024-05-28,5306.04,313.548,2360.95,12.92,81.34
2024-05-29,5266.95,313.548,2338.77,14.28,81.5
2024-05-30,5235.48,313.548,2343.0,14.47,81.42
2024-05-31,5277.51,314.069,2326.97,12.92,79.41
2024-06-03,5283.4,314.069,2350.3501,13.11,76.45
2024-06-04,5291.34,314.069,2327.6799,13.16,75.33
2024-06-05,5354.03,314.069,2354.78,12.63,75.41
2024-06-06,5352.96,314.069,2375.6101,12.58,77.62
2024-06-07,5346.99,314.069,2292.71,12.22,78.12
2024-06-10,5360.79,314.069,2310.53,12.74,79.59
2024-06-11,5375.32,314.069,2316.27,12.85,80.15
2024-06-12,5421.03,314.069,2322.52,12.04,80.52
2024-06-13,5433.74,314.069,2303.1899,11.94,81.44
2024-06-14,5431.6,314.069,2332.52,12.66,81.49
2024-06-17,5473.23,314.069,2318.8701,12.75,82.45
2024-06-18,5487.03,314.069,2328.3301,12.3,84.79
2024-06-19,5487.03,314.069,2327.47,12.3,85.64
2024-06-20,5473.17,314.069,2359.6299,13.28,85.92
2024-06-21,5464.62,314.069,2320.3501,13.2,86.42
2024-06-24,5447.87,314.069,2332.9299,13.33,86.75
2024-06-25,5469.3,314.069,2319.01,12.84,86.81
2024-06-26,5477.9,314.069,2297.9099,12.55,85.76
2024-06-27,5482.87,314.069,2327.45,12.24,87.0
2024-06-28,5460.48,314.069,2325.71,12.44,87.26
2024-06-30,5460.48,314.175,2325.71,12.44,87.26
2024-07-01,5475.09,314.175,2331.7,12.22,86.57
2024-07-02,5509.01,314.175,2329.28,12.03,88.28
2024-07-03,5537.02,314.175,2356.0601,12.09,88.25
2024-07-04,5537.02,314.175,2356.1201,12.09,88.34
2024-07-05,5567.19,314.175,2391.46,12.48,88.66
2024-07-08,5572.85,314.175,2358.8,12.37,87.15
2024-07-09,5576.98,314.175,2363.5801,12.51,86.48
2024-07-10,5633.91,314.175,2371.0701,12.85,86.55
2024-07-11,5584.54,314.175,2414.78,12.92,86.49
2024-07-12,5615.35,314.175,2411.27,12.46,87.35
2024-07-15,5631.22,314.175,2422.0701,13.12,86.42
2024-07-16,5667.2,314.175,2468.5701,13.19,86.6
2024-07-17,5588.27,314.175,2458.3799,14.48,85.76
2024-07-18,5544.59,314.175,2444.97,15.93,86.26
2024-07-19,5505.0,314.175,2400.79,16.52,85.19
2024-07-22,5564.41,314.175,2397.6499,14.91,83.44
2024-07-23,5555.74,314.175,2409.21,14.72,82.2
2024-07-24,5427.13,314.175,2397.5901,18.04,83.01
2024-07-25,5399.22,314.175,2364.5,18.46,82.58
2024-07-26,5459.1,314.175,2385.5801,16.39,81.35
2024-07-29,5463.54,314.175,2383.54,16.6,80.94
2024-07-30,5436.44,314.175,2408.4299,17.69,79.26
2024-07-31,5522.3,314.54,2448.1001,16.36,81.39
2024-08-01,5446.68,314.54,2445.4199,18.59,81.37
2024-08-02,5346.56,314.54,2443.29,23.39,78.35
2024-08-05,5186.33,314.54,2407.6499,38.57,77.51
2024-08-06,5240.03,314.54,2389.3701,27.71,76.62
2024-08-07,5199.5,314.54,2381.53,27.85,78.26
2024-08-08,5319.31,314.54,2426.75,23.79,80.76
2024-08-09,5344.16,314.54,2430.9299,20.37,81.07
2024-08-12,5344.39,314.54,2472.25,20.71,83.06
2024-08-13,5434.43,314.54,2465.03,18.12,82.51
2024-08-14,5455.21,314.54,2447.6399,16.19,82.15
2024-08-15,5543.22,314.54,2456.1001,15.23,83.09
2024-08-16,5554.25,314.54,2507.28,14.8,81.56
2024-08-19,5608.25,314.54,2503.9199,14.65,81.09
2024-08-20,5597.12,314.54,2513.74,15.88,78.85
2024-08-21,5620.85,314.54,2511.95,16.27,78.77
2024-08-22,5570.64,314.54,2483.29,17.55,78.8
2024-08-23,5634.61,314.54,2512.0701,15.86,80.34
2024-08-26,5616.84,314.54,2516.8899,16.15,80.34
2024-08-27,5625.8,314.54,2524.5701,15.43,81.51
2024-08-28,5592.18,314.54,2502.25,17.11,80.04
2024-08-29,5591.96,314.54,2521.1799,15.65,81.55
2024-08-30,5648.4,314.54,2503.03,15.0,80.2
2024-08-31,5648.4,314.796,2503.03,15.0,80.2
2024-09-02,5648.4,314.796,2499.29,15.0,77.82
2024-09-03,5528.93,314.796,2492.76,20.72,76.46
2024-09-04,5520.07,314.796,2494.8401,21.32,74.67
2024-09-05,5503.41,314.796,2516.3201,19.9,74.47
2024-09-06,5408.42,314.796,2497.03,22.38,72.82
2024-09-09,5471.05,314.796,2505.25,19.45,72.37
2024-09-10,5495.52,314.796,2516.1201,19.08,70.34
2024-09-11,5554.13,314.796,2511.4399,17.69,70.31
2024-09-12,5595.76,314.796,2558.75,17.07,73.81
2024-09-13,5626.02,314.796,2576.5,16.56,73.68
2024-09-16,5633.09,314.796,2582.5801,17.14,73.96
2024-09-17,5634.58,314.796,2569.52,17.61,74.55
2024-09-18,5618.26,314.796,2559.1599,18.23,74.52
2024-09-19,5713.64,314.796,2586.48,16.33,75.93
2024-09-20,5702.55,314.796,2621.96,16.15,75.96
2024-09-23,5718.57,314.796,2628.3999,15.89,74.95
2024-09-24,5732.93,314.796,2656.7,15.39,75.29
2024-09-25,5722.26,314.796,2656.8201,15.41,75.4
2024-09-26,5745.37,314.796,2670.2,15.37,73.06
2024-09-27,5738.17,314.796,2657.97,16.96,71.63
2024-09-30,5762.48,315.301,2634.49,16.73,72.35
2024-10-01,5708.75,315.301,2662.8201,19.26,75.3
2024-10-02,5709.54,315.301,2657.75,18.9,74.86
2024-10-03,5699.94,315.301,2655.8999,20.49,77.57
2024-10-04,5751.07,315.301,2652.25,19.21,79.32
2024-10-07,5695.94,315.301,2643.5801,22.64,81.74
2024-10-08,5751.13,315.301,2621.9399,21.42,78.19
2024-10-09,5792.04,315.301,2607.77,20.86,77.06
2024-10-10,5780.05,315.301,2629.48,20.93,79.45
2024-10-11,5815.03,315.301,2656.0,20.46,80.27
2024-10-14,5859.85,315.301,2651.05,19.7,78.47
2024-10-15,5815.26,315.301,2660.99,20.64,73.68
2024-10-16,5842.47,315.301,2673.24,19.58,73.65
2024-10-17,5841.47,315.301,2692.55,19.11,74.37
2024-10-18,5864.67,315.301,2720.25,18.03,72.75
2024-10-21,5853.98,315.301,2719.6499,18.37,73.29
2024-10-22,5851.2,315.301,2748.3799,18.2,75.59
